locus_tag	ftype	length_bp	gene	EC_number	COG	product
CDNALJOL_00891	CDS	693	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
CDNALJOL_00892	gene	567				
CDNALJOL_00892	CDS	567				hypothetical protein
CDNALJOL_00893	gene	657				
CDNALJOL_00893	CDS	657				hypothetical protein
CDNALJOL_00894	gene	678				
CDNALJOL_00894	CDS	678			COG1842	Phage shock protein A 
CDNALJOL_00895	gene	1272				
CDNALJOL_00895	CDS	1272				hypothetical protein
CDNALJOL_00896	gene	918				
CDNALJOL_00896	CDS	918				hypothetical protein
CDNALJOL_00897	gene	582				
CDNALJOL_00897	CDS	582				hypothetical protein
CDNALJOL_00898	gene	87				
CDNALJOL_00898	tRNA	87				tRNA-Leu(taa)
CDNALJOL_00899	gene	984	xerC_3			
CDNALJOL_00899	CDS	984	xerC_3			Tyrosine recombinase XerC
CDNALJOL_00900	gene	906				
CDNALJOL_00900	CDS	906				hypothetical protein
CDNALJOL_00901	gene	4875				
CDNALJOL_00901	CDS	4875				hypothetical protein
CDNALJOL_00902	gene	489				
CDNALJOL_00902	CDS	489				hypothetical protein
CDNALJOL_00903	gene	177				
CDNALJOL_00903	CDS	177				hypothetical protein
CDNALJOL_00904	gene	471				
CDNALJOL_00904	CDS	471		3.1.-.-		Ribonuclease VapC46
CDNALJOL_00905	gene	279				
CDNALJOL_00905	CDS	279				hypothetical protein
CDNALJOL_00906	gene	255				
CDNALJOL_00906	CDS	255				hypothetical protein
CDNALJOL_00907	gene	441				
CDNALJOL_00907	CDS	441				hypothetical protein
CDNALJOL_00908	gene	357				
CDNALJOL_00908	CDS	357				hypothetical protein
CDNALJOL_00909	gene	417				
CDNALJOL_00909	CDS	417				hypothetical protein
CDNALJOL_00910	gene	1218				
CDNALJOL_00910	CDS	1218				IS256 family transposase ISPeth3
CDNALJOL_00911	gene	225				
CDNALJOL_00911	CDS	225				hypothetical protein
CDNALJOL_00912	gene	288				
CDNALJOL_00912	CDS	288				hypothetical protein
CDNALJOL_00913	gene	942				
CDNALJOL_00913	CDS	942				hypothetical protein
CDNALJOL_00914	gene	93				
CDNALJOL_00914	CDS	93				hypothetical protein
CDNALJOL_00915	gene	342				
CDNALJOL_00915	CDS	342				hypothetical protein
CDNALJOL_00916	gene	282				
CDNALJOL_00916	CDS	282				hypothetical protein
CDNALJOL_00917	gene	702				
CDNALJOL_00917	CDS	702				hypothetical protein
CDNALJOL_00918	gene	1035				
CDNALJOL_00918	CDS	1035				hypothetical protein
CDNALJOL_00919	gene	1170				
CDNALJOL_00919	CDS	1170				hypothetical protein
CDNALJOL_00920	gene	567				
CDNALJOL_00920	CDS	567				hypothetical protein
CDNALJOL_00921	gene	1101				
CDNALJOL_00921	CDS	1101				hypothetical protein
CDNALJOL_00922	gene	720				
CDNALJOL_00922	CDS	720				hypothetical protein
CDNALJOL_00923	gene	963				
CDNALJOL_00923	CDS	963				hypothetical protein
CDNALJOL_00924	gene	1197				
CDNALJOL_00924	CDS	1197				hypothetical protein
CDNALJOL_00925	gene	285				
CDNALJOL_00925	CDS	285				hypothetical protein
CDNALJOL_00926	gene	873				
CDNALJOL_00926	CDS	873				hypothetical protein
CDNALJOL_00927	gene	1263				
CDNALJOL_00927	CDS	1263				putative MFS-type transporter
CDNALJOL_00928	gene	432				
CDNALJOL_00928	CDS	432				hypothetical protein
CDNALJOL_00929	gene	327				
CDNALJOL_00929	CDS	327				hypothetical protein
CDNALJOL_00930	gene	1662	glgX			
CDNALJOL_00930	CDS	1662	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
CDNALJOL_00931	gene	1242				
CDNALJOL_00931	CDS	1242		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
CDNALJOL_00932	gene	951	lipA			
CDNALJOL_00932	CDS	951	lipA	2.8.1.8	COG0320	Lipoyl synthase
CDNALJOL_00933	gene	672	gpmA_1			
CDNALJOL_00933	CDS	672	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
CDNALJOL_00934	gene	159				
CDNALJOL_00934	CDS	159				hypothetical protein
CDNALJOL_00935	gene	498				
CDNALJOL_00935	CDS	498				hypothetical protein
CDNALJOL_00936	gene	99				
CDNALJOL_00936	CDS	99				hypothetical protein
CDNALJOL_00937	gene	1335	rhlE			
CDNALJOL_00937	CDS	1335	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
CDNALJOL_00938	gene	720	puuD			
CDNALJOL_00938	CDS	720	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
CDNALJOL_00939	gene	945	murI			
CDNALJOL_00939	CDS	945	murI	5.1.1.3		Glutamate racemase
CDNALJOL_00940	gene	1029	nagZ			
CDNALJOL_00940	CDS	1029	nagZ	3.2.1.52		Beta-hexosaminidase
CDNALJOL_00941	gene	597				
CDNALJOL_00941	CDS	597		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
CDNALJOL_00942	gene	738	rph			
CDNALJOL_00942	CDS	738	rph	2.7.7.56	COG0689	Ribonuclease PH
CDNALJOL_00943	gene	897				
CDNALJOL_00943	CDS	897				hypothetical protein
CDNALJOL_00944	gene	1932	yheS			
CDNALJOL_00944	CDS	1932	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
CDNALJOL_00945	gene	459	hspA			
CDNALJOL_00945	CDS	459	hspA		COG0071	Spore protein SP21
CDNALJOL_00946	gene	897				
CDNALJOL_00946	CDS	897				hypothetical protein
CDNALJOL_00947	gene	618				
CDNALJOL_00947	CDS	618				hypothetical protein
CDNALJOL_00948	gene	333				
CDNALJOL_00948	CDS	333				hypothetical protein
CDNALJOL_00949	gene	1422				
CDNALJOL_00949	CDS	1422				hypothetical protein
CDNALJOL_00950	gene	405				
CDNALJOL_00950	CDS	405			COG0328	Bifunctional protein
CDNALJOL_00951	gene	789				
CDNALJOL_00951	CDS	789				hypothetical protein
CDNALJOL_00952	gene	75				
CDNALJOL_00952	tRNA	75				tRNA-Met(cat)
CDNALJOL_00953	gene	1542	rpoD			
CDNALJOL_00953	CDS	1542	rpoD		COG0568	RNA polymerase sigma factor RpoD
CDNALJOL_00954	gene	291				
CDNALJOL_00954	CDS	291				hypothetical protein
CDNALJOL_00955	gene	1386	dnaG			
CDNALJOL_00955	CDS	1386	dnaG	2.7.7.-		DNA primase
CDNALJOL_00956	gene	483	yqeY			
CDNALJOL_00956	CDS	483	yqeY		COG1610	putative protein YqeY
CDNALJOL_00957	gene	198	rpsU			
CDNALJOL_00957	CDS	198	rpsU		COG0828	30S ribosomal protein S21
CDNALJOL_00958	gene	309	hup_1			
CDNALJOL_00958	CDS	309	hup_1			DNA-binding protein HU
CDNALJOL_00959	gene	357				
CDNALJOL_00959	CDS	357			COG0537	putative HIT-like protein
CDNALJOL_00960	gene	702	hisI			
CDNALJOL_00960	CDS	702	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
CDNALJOL_00961	gene	768	hisF			
CDNALJOL_00961	CDS	768	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
CDNALJOL_00962	gene	744	priA_1			
CDNALJOL_00962	CDS	744	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
CDNALJOL_00963	gene	636	hisH			
CDNALJOL_00963	CDS	636	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
CDNALJOL_00964	gene	633	hisB			
CDNALJOL_00964	CDS	633	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
CDNALJOL_00965	gene	1080	hisC2			
CDNALJOL_00965	CDS	1080	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
CDNALJOL_00966	gene	1338	hisD			
CDNALJOL_00966	CDS	1338	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
CDNALJOL_00967	gene	618	hisG			
CDNALJOL_00967	CDS	618	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
CDNALJOL_00968	gene	1329	murA			
CDNALJOL_00968	CDS	1329	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CDNALJOL_00969	gene	882	prmC			
CDNALJOL_00969	CDS	882	prmC	2.1.1.297		Release factor glutamine methyltransferase
CDNALJOL_00970	gene	1086	prfA			
CDNALJOL_00970	CDS	1086	prfA		COG0216	Peptide chain release factor 1
CDNALJOL_00971	gene	207	rpmE			
CDNALJOL_00971	CDS	207	rpmE		COG0254	50S ribosomal protein L31
CDNALJOL_00972	gene	1251	rho			
CDNALJOL_00972	CDS	1251	rho	3.6.4.-	COG1158	Transcription termination factor Rho
CDNALJOL_00973	gene	396				
CDNALJOL_00973	CDS	396				hypothetical protein
CDNALJOL_00974	gene	162				
CDNALJOL_00974	CDS	162				hypothetical protein
CDNALJOL_00975	gene	666	hdaH			
CDNALJOL_00975	CDS	666	hdaH	3.5.1.-		Histone deacetylase-like amidohydrolase
CDNALJOL_00976	gene	453				
CDNALJOL_00976	CDS	453				hypothetical protein
CDNALJOL_00977	gene	360				
CDNALJOL_00977	CDS	360				hypothetical protein
CDNALJOL_00978	gene	1008	fbp			
CDNALJOL_00978	CDS	1008	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
CDNALJOL_00979	gene	159				
CDNALJOL_00979	CDS	159				hypothetical protein
CDNALJOL_00980	gene	1509	safD			
CDNALJOL_00980	CDS	1509	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
CDNALJOL_00981	gene	1260				
CDNALJOL_00981	CDS	1260				hypothetical protein
CDNALJOL_00982	gene	819	thyX			
CDNALJOL_00982	CDS	819	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
CDNALJOL_00983	gene	654	phoU			
CDNALJOL_00983	CDS	654	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
CDNALJOL_00984	gene	753	pstB3			
CDNALJOL_00984	CDS	753	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
CDNALJOL_00985	gene	912				
CDNALJOL_00985	CDS	912				hypothetical protein
CDNALJOL_00986	gene	1023	pstC			
CDNALJOL_00986	CDS	1023	pstC		COG0573	Phosphate transport system permease protein PstC
CDNALJOL_00987	gene	165				
CDNALJOL_00987	CDS	165				hypothetical protein
CDNALJOL_00988	gene	1119	pstS1			
CDNALJOL_00988	CDS	1119	pstS1			Phosphate-binding protein PstS1
CDNALJOL_00989	gene	339				
CDNALJOL_00989	CDS	339				hypothetical protein
CDNALJOL_00990	gene	780	phoP_1			
CDNALJOL_00990	CDS	780	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
CDNALJOL_00991	gene	1644				
CDNALJOL_00991	CDS	1644				hypothetical protein
CDNALJOL_00992	gene	315				
CDNALJOL_00992	CDS	315				hypothetical protein
CDNALJOL_00993	gene	1299	purA			
CDNALJOL_00993	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
CDNALJOL_00994	gene	648				
CDNALJOL_00994	CDS	648				hypothetical protein
CDNALJOL_00995	gene	1572				
CDNALJOL_00995	CDS	1572				hypothetical protein
CDNALJOL_00996	gene	969	ubiB_1			
CDNALJOL_00996	CDS	969	ubiB_1	2.7.-.-	COG0661	putative protein kinase UbiB
CDNALJOL_00997	gene	663	ubiB_2			
CDNALJOL_00997	CDS	663	ubiB_2	2.7.-.-	COG0661	putative protein kinase UbiB
CDNALJOL_00998	gene	714				
CDNALJOL_00998	CDS	714				hypothetical protein
CDNALJOL_00999	gene	678				
CDNALJOL_00999	CDS	678				hypothetical protein
CDNALJOL_01000	gene	744				
CDNALJOL_01000	CDS	744				hypothetical protein
CDNALJOL_01001	gene	1470	bamB			
CDNALJOL_01001	CDS	1470	bamB			Outer membrane protein assembly factor BamB
CDNALJOL_01002	gene	378				
CDNALJOL_01002	CDS	378				hypothetical protein
CDNALJOL_01003	gene	2271	mtgA			
CDNALJOL_01003	CDS	2271	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
CDNALJOL_01004	gene	74				
CDNALJOL_01004	tRNA	74				tRNA-Gln(ctg)
CDNALJOL_01005	gene	1101	bcsZ			
CDNALJOL_01005	CDS	1101	bcsZ	3.2.1.4	COG3405	Endoglucanase
CDNALJOL_01006	gene	2214				
CDNALJOL_01006	CDS	2214				hypothetical protein
CDNALJOL_01007	gene	951				
CDNALJOL_01007	CDS	951				hypothetical protein
CDNALJOL_01008	gene	1368				
CDNALJOL_01008	CDS	1368			COG3039	IS5 family transposase ISLru1
CDNALJOL_01009	gene	1101	bcsA_1			
CDNALJOL_01009	CDS	1101	bcsA_1	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
CDNALJOL_01010	gene	2283				
CDNALJOL_01010	CDS	2283				hypothetical protein
CDNALJOL_01011	gene	615				
CDNALJOL_01011	CDS	615				hypothetical protein
CDNALJOL_01012	gene	1227				
CDNALJOL_01012	CDS	1227				hypothetical protein
CDNALJOL_01013	gene	345				
CDNALJOL_01013	CDS	345				hypothetical protein
CDNALJOL_01014	gene	3420				
CDNALJOL_01014	CDS	3420				hypothetical protein
CDNALJOL_01015	gene	1368				
CDNALJOL_01015	CDS	1368				hypothetical protein
CDNALJOL_01016	gene	1755	ndhB_4			
CDNALJOL_01016	CDS	1755	ndhB_4	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
CDNALJOL_01017	gene	378	nifA			
CDNALJOL_01017	CDS	378	nifA			Nif-specific regulatory protein
CDNALJOL_01018	gene	2394	norR_4			
CDNALJOL_01018	CDS	2394	norR_4			Anaerobic nitric oxide reductase transcription regulator NorR
CDNALJOL_01019	gene	1143	mdtA_4			
CDNALJOL_01019	CDS	1143	mdtA_4			Multidrug resistance protein MdtA
CDNALJOL_01020	gene	1209	macB			
CDNALJOL_01020	CDS	1209	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
CDNALJOL_01021	gene	705	yknY			
CDNALJOL_01021	CDS	705	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CDNALJOL_01022	gene	549	ppa			
CDNALJOL_01022	CDS	549	ppa	3.6.1.1		Inorganic pyrophosphatase
CDNALJOL_01023	gene	651				
CDNALJOL_01023	CDS	651				hypothetical protein
CDNALJOL_01024	gene	207				
CDNALJOL_01024	CDS	207				hypothetical protein
CDNALJOL_01025	gene	420				
CDNALJOL_01025	CDS	420				hypothetical protein
CDNALJOL_01026	gene	2901				
CDNALJOL_01026	CDS	2901				hypothetical protein
CDNALJOL_01027	gene	654				
CDNALJOL_01027	CDS	654				hypothetical protein
CDNALJOL_01028	gene	417				
CDNALJOL_01028	CDS	417				hypothetical protein
CDNALJOL_01029	gene	1365				
CDNALJOL_01029	CDS	1365				hypothetical protein
CDNALJOL_01030	gene	1800				
CDNALJOL_01030	CDS	1800				hypothetical protein
CDNALJOL_01031	gene	1560				
CDNALJOL_01031	CDS	1560				hypothetical protein
CDNALJOL_01032	gene	2343	tam_2			
CDNALJOL_01032	CDS	2343	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
CDNALJOL_01033	gene	981				
CDNALJOL_01033	CDS	981				hypothetical protein
CDNALJOL_01034	gene	345				
CDNALJOL_01034	CDS	345				hypothetical protein
CDNALJOL_01035	gene	459	fliS			
CDNALJOL_01035	CDS	459	fliS		COG1516	Flagellar secretion chaperone FliS
CDNALJOL_01036	gene	1494	fliD			
CDNALJOL_01036	CDS	1494	fliD		COG1345	B-type flagellar hook-associated protein 2
CDNALJOL_01037	gene	828	hag_1			
CDNALJOL_01037	CDS	828	hag_1		COG1344	Flagellin
CDNALJOL_01038	gene	432	fliW			
CDNALJOL_01038	CDS	432	fliW		COG1699	Flagellar assembly factor FliW
CDNALJOL_01039	gene	243	csrA			
CDNALJOL_01039	CDS	243	csrA			Translational regulator CsrA
CDNALJOL_01040	gene	939				
CDNALJOL_01040	CDS	939				hypothetical protein
CDNALJOL_01041	gene	1065	flgK_1			
CDNALJOL_01041	CDS	1065	flgK_1		COG1256	Flagellar hook-associated protein 1
CDNALJOL_01042	gene	600	flgK_2			
CDNALJOL_01042	CDS	600	flgK_2		COG1256	Flagellar hook-associated protein 1
CDNALJOL_01043	gene	495				
CDNALJOL_01043	CDS	495				hypothetical protein
CDNALJOL_01044	gene	360				
CDNALJOL_01044	CDS	360				hypothetical protein
CDNALJOL_01045	gene	861	hag_2			
CDNALJOL_01045	CDS	861	hag_2		COG1344	Flagellin
CDNALJOL_01046	gene	366				
CDNALJOL_01046	CDS	366				hypothetical protein
CDNALJOL_01047	gene	1065	flgI			
CDNALJOL_01047	CDS	1065	flgI			Flagellar P-ring protein
CDNALJOL_01048	gene	627				
CDNALJOL_01048	CDS	627				hypothetical protein
CDNALJOL_01049	gene	639				
CDNALJOL_01049	CDS	639				hypothetical protein
CDNALJOL_01050	gene	786	flgG_1			
CDNALJOL_01050	CDS	786	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
CDNALJOL_01051	gene	804	flgG_2			
CDNALJOL_01051	CDS	804	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
CDNALJOL_01052	gene	804				
CDNALJOL_01052	CDS	804				hypothetical protein
CDNALJOL_01053	gene	774	dapB			
CDNALJOL_01053	CDS	774	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
CDNALJOL_01054	gene	888	dapA			
CDNALJOL_01054	CDS	888	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CDNALJOL_01055	gene	498				
CDNALJOL_01055	CDS	498				hypothetical protein
CDNALJOL_01056	gene	1245	lysA			
CDNALJOL_01056	CDS	1245	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
CDNALJOL_01057	gene	1404	argH			
CDNALJOL_01057	CDS	1404	argH	4.3.2.1	COG0165	Argininosuccinate lyase
CDNALJOL_01058	gene	1227	argG			
CDNALJOL_01058	CDS	1227	argG	6.3.4.5	COG0137	Argininosuccinate synthase
CDNALJOL_01059	gene	930	argF			
CDNALJOL_01059	CDS	930	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
CDNALJOL_01060	gene	1254	argD			
CDNALJOL_01060	CDS	1254	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
CDNALJOL_01061	gene	849				
CDNALJOL_01061	CDS	849				hypothetical protein
CDNALJOL_01062	gene	198				
CDNALJOL_01062	CDS	198				hypothetical protein
CDNALJOL_01063	gene	1380	yajR			
CDNALJOL_01063	CDS	1380	yajR		COG0477	Inner membrane transport protein YajR
CDNALJOL_01064	gene	189				
CDNALJOL_01064	CDS	189				hypothetical protein
CDNALJOL_01065	gene	117				
CDNALJOL_01065	CDS	117				hypothetical protein
CDNALJOL_01066	gene	864	ubiA			
CDNALJOL_01066	CDS	864	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
CDNALJOL_01067	gene	513				
CDNALJOL_01067	CDS	513				hypothetical protein
CDNALJOL_01068	gene	1593				
CDNALJOL_01068	CDS	1593				hypothetical protein
CDNALJOL_01069	gene	741	ubiE			
CDNALJOL_01069	CDS	741	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
CDNALJOL_01070	gene	879				
CDNALJOL_01070	CDS	879				hypothetical protein
CDNALJOL_01071	gene	1557	gppA			
CDNALJOL_01071	CDS	1557	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
CDNALJOL_01072	gene	654	tmk_2			
CDNALJOL_01072	CDS	654	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
CDNALJOL_01073	gene	690	tmk_3			
CDNALJOL_01073	CDS	690	tmk_3	2.7.4.9		Thymidylate kinase
CDNALJOL_01074	gene	510				
CDNALJOL_01074	CDS	510				hypothetical protein
CDNALJOL_01075	gene	477	rpiB			
CDNALJOL_01075	CDS	477	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
CDNALJOL_01076	gene	1245	glyA			
CDNALJOL_01076	CDS	1245	glyA	2.1.2.1		Serine hydroxymethyltransferase
CDNALJOL_01077	gene	468	nrdR			
CDNALJOL_01077	CDS	468	nrdR		COG1327	Transcriptional repressor NrdR
CDNALJOL_01078	gene	1986	priA_2			
CDNALJOL_01078	CDS	1986	priA_2	3.6.4.-		primosomal protein N'
CDNALJOL_01079	gene	1209				
CDNALJOL_01079	CDS	1209				hypothetical protein
CDNALJOL_01080	gene	1251				
CDNALJOL_01080	CDS	1251				hypothetical protein
CDNALJOL_01081	gene	441				
CDNALJOL_01081	CDS	441				hypothetical protein
CDNALJOL_01082	gene	306				
CDNALJOL_01082	CDS	306				hypothetical protein
CDNALJOL_01083	gene	516	resA_1			
CDNALJOL_01083	CDS	516	resA_1			Thiol-disulfide oxidoreductase ResA
CDNALJOL_01084	gene	603	resA_2			
CDNALJOL_01084	CDS	603	resA_2			Thiol-disulfide oxidoreductase ResA
CDNALJOL_01085	gene	852	ccsA_2			
CDNALJOL_01085	CDS	852	ccsA_2			Cytochrome c biogenesis protein CcsA
CDNALJOL_01086	gene	1539	ccsB			
CDNALJOL_01086	CDS	1539	ccsB			Cytochrome c biogenesis protein CcsB
CDNALJOL_01087	gene	1557				
CDNALJOL_01087	CDS	1557				hypothetical protein
CDNALJOL_01088	gene	774	mkl			
CDNALJOL_01088	CDS	774	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
CDNALJOL_01089	gene	768	mlaE_1			
CDNALJOL_01089	CDS	768	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
CDNALJOL_01090	gene	873	alr			
CDNALJOL_01090	CDS	873	alr	5.1.1.1		Alanine racemase
CDNALJOL_01091	gene	342				
CDNALJOL_01091	CDS	342		5.1.1.1		Alanine racemase
CDNALJOL_01092	gene	555	frr			
CDNALJOL_01092	CDS	555	frr		COG0233	Ribosome-recycling factor
CDNALJOL_01093	gene	711	pyrH			
CDNALJOL_01093	CDS	711	pyrH	2.7.4.22	COG0528	Uridylate kinase
CDNALJOL_01094	gene	597	tsf			
CDNALJOL_01094	CDS	597	tsf			Elongation factor Ts
CDNALJOL_01095	gene	825	rpsB			
CDNALJOL_01095	CDS	825	rpsB		COG0052	30S ribosomal protein S2
CDNALJOL_01096	gene	1215	argJ			
CDNALJOL_01096	CDS	1215	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
CDNALJOL_01097	gene	975	argC			
CDNALJOL_01097	CDS	975	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
CDNALJOL_01098	gene	408	rpsI			
CDNALJOL_01098	CDS	408	rpsI		COG0103	30S ribosomal protein S9
CDNALJOL_01099	gene	456	rplM			
CDNALJOL_01099	CDS	456	rplM			50S ribosomal protein L13
CDNALJOL_01100	gene	1881				
CDNALJOL_01100	CDS	1881				hypothetical protein
CDNALJOL_01101	gene	255	fdx_1			
CDNALJOL_01101	CDS	255	fdx_1		COG1145	Ferredoxin
CDNALJOL_01102	gene	456				
CDNALJOL_01102	CDS	456				hypothetical protein
CDNALJOL_01103	gene	396	folB			
CDNALJOL_01103	CDS	396	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
CDNALJOL_01104	gene	843				
CDNALJOL_01104	CDS	843				hypothetical protein
CDNALJOL_01105	gene	1680	rng			
CDNALJOL_01105	CDS	1680	rng	3.1.26.-	COG1530	Ribonuclease G
CDNALJOL_01106	gene	1092	mrdB			
CDNALJOL_01106	CDS	1092	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
CDNALJOL_01107	gene	1935	mrdA			
CDNALJOL_01107	CDS	1935	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
CDNALJOL_01108	gene	495				
CDNALJOL_01108	CDS	495				hypothetical protein
CDNALJOL_01109	gene	846				
CDNALJOL_01109	CDS	846				hypothetical protein
CDNALJOL_01110	gene	1032	mreB			
CDNALJOL_01110	CDS	1032	mreB		COG1077	Cell shape-determining protein MreB
CDNALJOL_01111	gene	450				
CDNALJOL_01111	CDS	450				hypothetical protein
CDNALJOL_01112	gene	696	rpe			
CDNALJOL_01112	CDS	696	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
CDNALJOL_01113	gene	888	htpX			
CDNALJOL_01113	CDS	888	htpX	3.4.24.-	COG0501	Protease HtpX 
CDNALJOL_01114	gene	960	fmt			
CDNALJOL_01114	CDS	960	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
CDNALJOL_01115	gene	534	def_1			
CDNALJOL_01115	CDS	534	def_1	3.5.1.88	COG0242	Peptide deformylase
CDNALJOL_01116	gene	432				
CDNALJOL_01116	CDS	432				hypothetical protein
CDNALJOL_01117	gene	693	estB			
CDNALJOL_01117	CDS	693	estB	3.1.1.1	COG0400	Carboxylesterase 2
CDNALJOL_01118	gene	2070				
CDNALJOL_01118	CDS	2070				hypothetical protein
CDNALJOL_01119	gene	1212	vgb_1			
CDNALJOL_01119	CDS	1212	vgb_1	4.2.99.-		Virginiamycin B lyase
CDNALJOL_01120	gene	507				
CDNALJOL_01120	CDS	507				hypothetical protein
CDNALJOL_01121	gene	933	trxB			
CDNALJOL_01121	CDS	933	trxB	1.8.1.9	COG0492	Thioredoxin reductase
CDNALJOL_01122	gene	1473				
CDNALJOL_01122	CDS	1473				hypothetical protein
CDNALJOL_01123	gene	1212	mdtA_5			
CDNALJOL_01123	CDS	1212	mdtA_5			Multidrug resistance protein MdtA
CDNALJOL_01124	gene	1368	atoC_2			
CDNALJOL_01124	CDS	1368	atoC_2		COG2204	Regulatory protein AtoC
CDNALJOL_01125	gene	1005	gcvT_1			
CDNALJOL_01125	CDS	1005	gcvT_1	2.1.2.10		Aminomethyltransferase
CDNALJOL_01126	gene	3174	czcA_4			
CDNALJOL_01126	CDS	3174	czcA_4			Cobalt-zinc-cadmium resistance protein CzcA
CDNALJOL_01127	gene	1092	macA			
CDNALJOL_01127	CDS	1092	macA		COG0845	Macrolide export protein MacA
CDNALJOL_01128	gene	1590				
CDNALJOL_01128	CDS	1590		2.4.1.18	COG1543	1,4-alpha-glucan branching enzyme
CDNALJOL_01129	gene	1383				
CDNALJOL_01129	CDS	1383				hypothetical protein
CDNALJOL_01130	gene	1005	galT			
CDNALJOL_01130	CDS	1005	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
CDNALJOL_01131	gene	2094	amyA			
CDNALJOL_01131	CDS	2094	amyA	3.2.1.1	COG1449	Alpha-amylase 1
CDNALJOL_01132	gene	2154				
CDNALJOL_01132	CDS	2154				hypothetical protein
CDNALJOL_01133	gene	1260	glgC			
CDNALJOL_01133	CDS	1260	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
CDNALJOL_01134	gene	228				
CDNALJOL_01134	CDS	228				hypothetical protein
CDNALJOL_01135	gene	309	nasE			
CDNALJOL_01135	CDS	309	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
CDNALJOL_01136	gene	663	trmR_1			
CDNALJOL_01136	CDS	663	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
CDNALJOL_01137	gene	1146				
